MONTH,DAY_OF_MONTH,DAY_OF_WEEK,TAIL_NUM,FL_NUM,ORIGIN,DEST,DEP_TIME,DEP_DEL15,ARR_TIME,ARR_DEL15,CANCELLED,DIVERTED,DISTANCE,DEP_CENT,ARR_CENT,ARR_DELAY,DEP_DELAY
1.0,3.0,7.0,417,2318.0,4,3,710.0,0.0,1220.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-3.0,0.0
1.0,3.0,7.0,619,2418.0,1,0,1206.0,0.0,1415.0,0.0,0.0,0.0,594.0,1103.0,1580.25,4.0,1.0
1.0,3.0,7.0,726,2515.0,1,2,1927.0,0.0,2105.0,0.0,0.0,0.0,509.0,1103.0,671.5,-20.0,-3.0
1.0,4.0,1.0,624,2418.0,1,0,1205.0,0.0,1423.0,0.0,0.0,0.0,594.0,1103.0,1580.25,12.0,0.0
1.0,4.0,1.0,550,2515.0,1,2,1939.0,0.0,2138.0,0.0,0.0,0.0,509.0,1103.0,671.5,13.0,9.0
1.0,4.0,1.0,662,2793.0,1,3,1019.0,0.0,1102.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-3.0,13.0
1.0,4.0,1.0,609,2829.0,0,1,2041.0,0.0,2229.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-5.0,1.0
1.0,5.0,2.0,353,8.0,3,0,1728.0,0.0,2043.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-22.0,-4.0
1.0,5.0,2.0,552,87.0,1,3,1535.0,0.0,1631.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-18.0,-5.0
1.0,5.0,2.0,619,425.0,2,0,1537.0,0.0,1749.0,0.0,0.0,0.0,760.0,671.5,1580.25,-1.0,17.0
1.0,5.0,2.0,376,449.0,2,4,658.0,0.0,1000.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-20.0,-2.0
1.0,3.0,7.0,478,483.0,2,4,1705.0,0.0,2023.0,0.0,0.0,0.0,2422.0,671.5,1003.0,31.0,17.0
1.0,3.0,7.0,708,569.0,0,2,1741.0,0.0,1955.0,0.0,0.0,0.0,760.0,1580.25,671.5,-13.0,1.0
1.0,3.0,7.0,286,630.0,1,0,1741.0,0.0,1925.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-29.0,-5.0
1.0,3.0,7.0,307,701.0,4,1,2302.0,0.0,617.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,8.0,2.0
1.0,3.0,7.0,634,783.0,0,3,841.0,0.0,1022.0,0.0,0.0,0.0,907.0,1580.25,1257.75,0.0,1.0
1.0,3.0,7.0,408,2811.0,2,3,803.0,0.0,1012.0,0.0,0.0,0.0,1029.0,671.5,1257.75,-12.0,-2.0
1.0,3.0,7.0,410,2829.0,0,1,2040.0,0.0,2229.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-5.0,0.0
1.0,4.0,1.0,287,53.0,3,1,1530.0,0.0,1810.0,0.0,0.0,0.0,528.0,1257.75,1103.0,5.0,0.0
1.0,4.0,1.0,311,391.0,3,0,1911.0,0.0,2227.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-13.0,1.0
1.0,4.0,1.0,160,453.0,2,3,1654.0,0.0,1909.0,0.0,0.0,0.0,1029.0,671.5,1257.75,24.0,17.0
1.0,4.0,1.0,260,488.0,2,4,701.0,0.0,946.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-34.0,1.0
1.0,4.0,1.0,373,588.0,4,3,1211.0,0.0,1721.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,31.0,17.0
1.0,4.0,1.0,656,658.0,3,2,1020.0,0.0,1404.0,0.0,0.0,0.0,1029.0,1257.75,671.5,-1.0,0.0
1.0,4.0,1.0,534,744.0,3,0,1000.0,0.0,1312.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-16.0,2.0
1.0,4.0,1.0,380,843.0,0,2,1024.0,0.0,1223.0,0.0,0.0,0.0,760.0,1580.25,671.5,-17.0,-1.0
1.0,4.0,1.0,705,945.0,1,3,722.0,0.0,815.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-15.0,3.0
1.0,4.0,1.0,559,1055.0,1,3,2004.0,0.0,2050.0,0.0,0.0,0.0,528.0,1103.0,1257.75,14.0,17.0
1.0,4.0,1.0,668,1122.0,3,0,725.0,0.0,1039.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-32.0,-5.0
1.0,4.0,1.0,475,1247.0,0,3,1457.0,0.0,1639.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-1.0,2.0
1.0,4.0,1.0,659,1357.0,3,1,1752.0,0.0,2035.0,0.0,0.0,0.0,528.0,1257.75,1103.0,2.0,0.0
1.0,4.0,1.0,434,1410.0,4,0,1345.0,0.0,2132.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,4.0,0.0
1.0,4.0,1.0,628,1448.0,0,1,1903.0,0.0,2057.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-6.0,-2.0
1.0,5.0,2.0,464,1267.0,0,1,1834.0,0.0,2011.0,0.0,0.0,0.0,594.0,1580.25,1103.0,31.0,17.0
1.0,5.0,2.0,296,1403.0,0,4,1354.0,0.0,1608.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,-17.0,4.0
1.0,5.0,2.0,162,1476.0,1,3,1346.0,0.0,1427.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-22.0,-4.0
1.0,6.0,3.0,715,929.0,1,0,1622.0,0.0,1824.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-16.0,-5.0
1.0,6.0,3.0,138,984.0,0,2,2050.0,0.0,2256.0,0.0,0.0,0.0,760.0,1580.25,671.5,-18.0,0.0
1.0,6.0,3.0,154,1096.0,1,3,1152.0,0.0,1238.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-24.0,-8.0
1.0,6.0,3.0,534,1122.0,3,0,722.0,0.0,1051.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-13.0,-7.0
1.0,6.0,3.0,141,1195.0,1,2,1959.0,0.0,2146.0,0.0,0.0,0.0,509.0,1103.0,671.5,-13.0,-1.0
1.0,6.0,3.0,296,1291.0,4,0,833.0,0.0,1616.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,2.0,3.0
1.0,6.0,3.0,196,1461.0,1,4,1212.0,0.0,1346.0,0.0,0.0,0.0,1927.0,1103.0,1003.0,-44.0,-3.0
1.0,6.0,3.0,475,1598.0,4,0,614.0,0.0,1354.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,-10.0,-6.0
1.0,6.0,3.0,156,1734.0,3,1,1146.0,0.0,1423.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-13.0,-6.0
1.0,6.0,3.0,540,1795.0,0,2,1743.0,0.0,2009.0,0.0,0.0,0.0,760.0,1580.25,671.5,-5.0,-2.0
1.0,7.0,4.0,176,434.0,2,0,804.0,0.0,1019.0,0.0,0.0,0.0,760.0,671.5,1580.25,-24.0,-1.0
1.0,7.0,4.0,704,514.0,0,3,1227.0,0.0,1355.0,0.0,0.0,0.0,907.0,1580.25,1257.75,1.0,17.0
1.0,7.0,4.0,207,589.0,3,4,907.0,0.0,1056.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-4.0,-3.0
1.0,5.0,2.0,84,1650.0,1,3,704.0,0.0,815.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-9.0,-1.0
1.0,5.0,2.0,68,1734.0,3,1,1149.0,0.0,1417.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-19.0,-3.0
1.0,5.0,2.0,621,1795.0,0,2,1746.0,0.0,2008.0,0.0,0.0,0.0,760.0,1580.25,671.5,-6.0,1.0
1.0,5.0,2.0,2,1893.0,1,0,842.0,0.0,1049.0,0.0,0.0,0.0,594.0,1103.0,1580.25,0.0,7.0
1.0,5.0,2.0,591,2016.0,2,0,1932.0,0.0,2147.0,0.0,0.0,0.0,760.0,671.5,1580.25,-24.0,2.0
1.0,6.0,3.0,533,1975.0,3,0,1125.0,0.0,1455.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-3.0,0.0
1.0,6.0,3.0,296,2074.0,0,3,1736.0,0.0,1910.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-14.0,1.0
1.0,6.0,3.0,207,2221.0,3,4,1125.0,0.0,1257.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-25.0,-5.0
1.0,6.0,3.0,192,2287.0,0,3,2244.0,0.0,3.0,0.0,0.0,0.0,907.0,1580.25,1257.75,6.0,17.0
1.0,6.0,3.0,657,2382.0,0,3,1914.0,0.0,2036.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-32.0,-1.0
1.0,6.0,3.0,96,2448.0,1,0,1201.0,0.0,1349.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-26.0,-4.0
1.0,6.0,3.0,156,2793.0,1,3,957.0,0.0,1045.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-22.0,-4.0
1.0,7.0,4.0,736,7.0,0,3,1043.0,0.0,1207.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-23.0,-3.0
1.0,7.0,4.0,566,86.0,3,1,1339.0,0.0,1615.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-17.0,-9.0
1.0,7.0,4.0,135,423.0,2,0,1335.0,0.0,1604.0,0.0,0.0,0.0,760.0,671.5,1580.25,4.0,10.0
1.0,7.0,4.0,227,2448.0,1,0,1204.0,0.0,1356.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-24.0,-4.0
1.0,5.0,2.0,475,485.0,2,4,1645.0,0.0,1920.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-49.0,-5.0
1.0,5.0,2.0,251,588.0,4,3,1108.0,0.0,1626.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-1.0,3.0
1.0,5.0,2.0,622,744.0,3,0,1002.0,0.0,1323.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-11.0,-3.0
1.0,5.0,2.0,218,789.0,4,3,1314.0,0.0,1835.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-2.0,-1.0
1.0,5.0,2.0,697,844.0,0,3,1044.0,0.0,1206.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-24.0,-2.0
1.0,5.0,2.0,596,929.0,1,0,1623.0,0.0,1821.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-19.0,-4.0
1.0,5.0,2.0,708,984.0,0,2,2049.0,0.0,2248.0,0.0,0.0,0.0,760.0,1580.25,671.5,-27.0,-1.0
1.0,5.0,2.0,74,1096.0,1,3,1200.0,0.0,1245.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-18.0,0.0
1.0,5.0,2.0,244,1145.0,0,1,1622.0,0.0,1804.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-20.0,2.0
1.0,7.0,4.0,473,1593.0,4,0,2313.0,0.0,654.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,1.0,-3.0
1.0,7.0,4.0,83,1707.0,1,3,830.0,0.0,915.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-30.0,-4.0
1.0,7.0,4.0,243,1770.0,4,3,1529.0,0.0,2047.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-1.0,-1.0
1.0,7.0,4.0,422,1840.0,3,1,1803.0,0.0,2051.0,0.0,0.0,0.0,528.0,1257.75,1103.0,7.0,4.0
1.0,7.0,4.0,745,1975.0,3,0,1125.0,0.0,1455.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-3.0,0.0
1.0,7.0,4.0,303,2074.0,0,3,1756.0,0.0,1933.0,0.0,0.0,0.0,907.0,1580.25,1257.75,9.0,17.0
1.0,7.0,4.0,192,2221.0,3,4,1126.0,0.0,1254.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-28.0,-4.0
1.0,7.0,4.0,312,2287.0,0,3,2210.0,0.0,2332.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-25.0,-5.0
1.0,7.0,4.0,605,2382.0,0,3,1916.0,0.0,2036.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-32.0,1.0
1.0,8.0,5.0,546,1231.0,0,1,1339.0,0.0,1535.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-7.0,-2.0
1.0,7.0,4.0,622,744.0,3,0,1010.0,0.0,1349.0,0.0,0.0,0.0,907.0,1257.75,1580.25,15.0,5.0
1.0,7.0,4.0,218,789.0,4,3,1310.0,0.0,1850.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,13.0,-5.0
1.0,7.0,4.0,743,844.0,0,3,1045.0,0.0,1213.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-17.0,-1.0
1.0,7.0,4.0,602,945.0,1,0,1337.0,0.0,1530.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-28.0,-8.0
1.0,7.0,4.0,480,987.0,4,1,2254.0,0.0,621.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,6.0,-6.0
1.0,7.0,4.0,480,1107.0,0,4,1926.0,0.0,2117.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,-48.0,6.0
1.0,7.0,4.0,244,1145.0,0,1,1631.0,0.0,1813.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-11.0,11.0
1.0,7.0,4.0,546,1231.0,0,1,1345.0,0.0,1538.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-4.0,4.0
1.0,7.0,4.0,252,1397.0,3,4,1410.0,0.0,1546.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-17.0,-5.0
1.0,7.0,4.0,392,1473.0,4,2,1110.0,0.0,1944.0,0.0,0.0,0.0,2422.0,1003.0,671.5,14.0,0.0
1.0,8.0,5.0,306,2188.0,0,4,1631.0,0.0,1837.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,-36.0,1.0
1.0,8.0,5.0,689,2263.0,0,1,1057.0,0.0,1247.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-6.0,3.0
1.0,8.0,5.0,669,2312.0,3,2,1751.0,0.0,2150.0,0.0,0.0,0.0,1029.0,1257.75,671.5,1.0,-4.0
1.0,8.0,5.0,478,2413.0,4,2,702.0,0.0,1529.0,0.0,0.0,0.0,2422.0,1003.0,671.5,14.0,2.0
1.0,8.0,5.0,295,2448.0,1,0,1157.0,0.0,1410.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-8.0,-8.0
1.0,8.0,5.0,637,2610.0,0,3,729.0,0.0,846.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-28.0,-1.0
1.0,8.0,5.0,762,2817.0,2,1,858.0,0.0,1057.0,0.0,0.0,0.0,509.0,671.5,1103.0,-18.0,-3.0
1.0,7.0,4.0,350,2794.0,1,0,718.0,0.0,938.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-7.0,-2.0
1.0,8.0,5.0,357,8.0,3,0,1735.0,0.0,2133.0,0.0,0.0,0.0,907.0,1257.75,1580.25,28.0,3.0
1.0,8.0,5.0,212,281.0,1,4,833.0,0.0,1013.0,0.0,0.0,0.0,1927.0,1103.0,1003.0,-47.0,-7.0
1.0,8.0,5.0,129,440.0,2,0,814.0,0.0,1041.0,0.0,0.0,0.0,760.0,671.5,1580.25,-10.0,-2.0
1.0,8.0,5.0,646,514.0,0,3,1244.0,0.0,1400.0,0.0,0.0,0.0,907.0,1580.25,1257.75,6.0,17.0
1.0,8.0,5.0,321,589.0,3,4,907.0,0.0,1102.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,2.0,-3.0
1.0,8.0,5.0,569,744.0,3,0,1023.0,0.0,1346.0,0.0,0.0,0.0,907.0,1257.75,1580.25,12.0,17.0
1.0,8.0,5.0,299,784.0,0,3,854.0,0.0,1009.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-31.0,-1.0
1.0,8.0,5.0,85,840.0,3,1,1948.0,0.0,2236.0,0.0,0.0,0.0,528.0,1257.75,1103.0,2.0,-3.0
1.0,8.0,5.0,543,945.0,1,0,1430.0,0.0,1626.0,0.0,0.0,0.0,594.0,1103.0,1580.25,31.0,17.0
1.0,8.0,5.0,467,987.0,4,1,2255.0,0.0,559.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,-16.0,-5.0
1.0,8.0,5.0,467,1107.0,0,4,1932.0,0.0,2142.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,-23.0,12.0
1.0,8.0,5.0,214,1145.0,0,1,1620.0,0.0,1802.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-22.0,0.0
1.0,9.0,6.0,614,866.0,0,3,1346.0,0.0,1510.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-28.0,-4.0
1.0,9.0,6.0,380,976.0,0,2,955.0,0.0,1154.0,0.0,0.0,0.0,760.0,1580.25,671.5,-17.0,-5.0
1.0,9.0,6.0,560,1094.0,0,3,1454.0,0.0,1619.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-26.0,-1.0
1.0,9.0,6.0,552,1122.0,3,0,721.0,0.0,1050.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-7.0,-4.0
1.0,9.0,6.0,254,1290.0,0,1,2210.0,0.0,5.0,0.0,0.0,0.0,594.0,1580.25,1103.0,2.0,0.0
1.0,9.0,6.0,198,1419.0,4,3,642.0,0.0,1205.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,4.0,-3.0
1.0,9.0,6.0,478,1598.0,4,0,620.0,0.0,1404.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,3.0,0.0
1.0,8.0,5.0,251,1397.0,3,4,1413.0,0.0,1545.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-18.0,-2.0
1.0,8.0,5.0,395,1473.0,4,2,1110.0,0.0,1950.0,0.0,0.0,0.0,2422.0,1003.0,671.5,20.0,0.0
1.0,8.0,5.0,452,1598.0,4,0,620.0,0.0,1416.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,15.0,0.0
1.0,8.0,5.0,754,1734.0,3,1,1149.0,0.0,1443.0,0.0,0.0,0.0,528.0,1257.75,1103.0,7.0,-3.0
1.0,8.0,5.0,680,1815.0,3,0,901.0,0.0,1229.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-5.0,-4.0
1.0,8.0,5.0,539,1961.0,3,0,1938.0,0.0,2305.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-3.0,-1.0
1.0,8.0,5.0,29,2039.0,0,4,831.0,0.0,1054.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,-15.0,0.0
1.0,9.0,6.0,185,2139.0,2,0,819.0,0.0,1040.0,0.0,0.0,0.0,760.0,671.5,1580.25,-12.0,-1.0
1.0,9.0,6.0,591,2263.0,0,1,1050.0,0.0,1242.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-7.0,-4.0
1.0,9.0,6.0,707,2382.0,0,3,1956.0,0.0,2118.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-2.0,17.0
1.0,9.0,6.0,585,2448.0,1,0,1259.0,0.0,1506.0,0.0,0.0,0.0,594.0,1103.0,1580.25,31.0,17.0
1.0,9.0,6.0,115,2576.0,2,1,1844.0,0.0,2045.0,0.0,0.0,0.0,509.0,671.5,1103.0,-14.0,-1.0
1.0,9.0,6.0,207,2834.0,3,4,659.0,0.0,1151.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-2.573123245494884,-2.0
1.0,9.0,6.0,739,2839.0,1,2,1523.0,0.0,1709.0,0.0,0.0,0.0,509.0,1103.0,671.5,-15.0,-4.0
1.0,10.0,7.0,602,86.0,3,1,1327.1894102840704,0.0,1523.9784994602376,0.0,0.0,0.0,528.0,1257.75,1103.0,-2.573123245494884,8.460266091334052
1.0,10.0,7.0,350,87.0,1,3,1604.0,0.0,1703.0,0.0,0.0,0.0,528.0,1103.0,1257.75,14.0,17.0
1.0,10.0,7.0,87,423.0,2,0,1336.0,0.0,1607.0,0.0,0.0,0.0,760.0,671.5,1580.25,7.0,11.0
1.0,10.0,7.0,298,440.0,2,0,609.0,0.0,835.0,0.0,0.0,0.0,760.0,671.5,1580.25,-14.0,-1.0
1.0,10.0,7.0,429,485.0,2,4,1720.0,0.0,1955.0,0.0,0.0,0.0,2422.0,671.5,1003.0,10.0,17.0
1.0,10.0,7.0,596,557.0,3,1,620.0,0.0,1500.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-2.573123245494884,-5.0
1.0,10.0,7.0,217,589.0,3,4,910.0,0.0,1031.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-29.0,0.0
1.0,10.0,7.0,704,744.0,3,0,1005.0,0.0,1323.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-11.0,0.0
1.0,10.0,7.0,194,789.0,4,3,1315.0,0.0,1837.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,0.0,0.0
1.0,9.0,6.0,671,8.0,3,0,1734.0,0.0,2109.0,0.0,0.0,0.0,907.0,1257.75,1580.25,6.0,2.0
1.0,9.0,6.0,440,87.0,1,3,1539.0,0.0,1623.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-23.0,-1.0
1.0,9.0,6.0,141,423.0,2,0,1324.0,0.0,1558.0,0.0,0.0,0.0,760.0,671.5,1580.25,-2.0,-1.0
